00674,3.0
01040,1.8181818181818181
01060,1.0
01069,1.0
01085,1.0
01104,1.8181818181818181
01199,3.0
01201,2.0
01230,1.0
01301,1.0
01432,1.0
01440,1.0
01453,2.0
01550,2.0
01608,3.0
01655,2.0
01701,2.0
01742,1.0
01752,1.0
01757,1.0
01803,2.0
01842,2.0
01844,2.0
01854,2.090909090909091
01890,1.0
01915,3.0
01950,1.0
01970,2.0
02111,2.272727272727273
02114,1.0
02115,1.7272727272727273
02118,1.0
02120,1.8181818181818181
02124,1.0
02130,0.0
02135,1.0
02138,0.0
02176,1.0
02186,1.0
02190,2.0
02215,2.5454545454545454
02301,2.0
02360,1.0
02462,2.0
02494,1.0
02540,1.0
02557,1.0
02601,2.3636363636363638
02703,0.0
02720,1.0
02721,1.8181818181818181
02780,1.0
02840,1.0
02879,1.0
02886,1.0
02891,1.0
02895,2.727272727272727
02903,2.8181818181818183
02904,1.2727272727272727
02905,1.2727272727272727
02906,1.0
02908,0.0
03038,1.0
03060,0.0
03102,1.0
03103,1.0
03246,1.0
03257,2.0
03301,0.0
03431,2.0
03570,2.0
03756,2.0
03801,1.0
03820,1.0
03833,1.0
03867,1.0
03909,1.0
04005,2.0
04011,1.0
04101,1.6363636363636365
04102,2.0
04240,1.6363636363636365
04243,2.0
04330,0.2727272727272727
04401,0.7727272727272727
04605,2.0
04736,1.5454545454545454
04743,2.4545454545454546
04769,1.8181818181818181
04856,1.0
04915,1.4545454545454546
05201,1.3636363636363635
05301,0.0
05401,2.4545454545454546
05478,1.0
05641,1.0
05701,1.0
05753,1.0
07002,2.0
07018,1.5454545454545454
07030,1.0
07039,3.0
07042,2.0
07047,2.0
07055,2.727272727272727
07065,2.0
07094,1.0
07102,2.0
07103,3.0
07109,2.0
07112,3.0
07207,2.0
07302,2.0
07306,2.0
07444,1.0
07503,3.0
07601,2.0
07631,2.0
07652,1.0
07666,1.0
07675,2.0
07701,1.0
07728,1.0
07733,2.0
07740,1.0
07753,3.0
07834,2.0
07840,2.0
07860,1.0
07901,1.0
07960,2.0
08015,1.0
08043,2.0
08046,2.0
08050,2.0
08060,1.0
08062,2.0
08084,2.0
08103,2.5
08210,2.0
08244,1.0
08360,1.0
08401,3.0
08534,1.0
08536,1.0
08638,2.0
08690,1.0
08701,2.1818181818181817
08724,2.0
08755,2.0
08820,3.0
08822,1.0
08861,2.0
08865,1.0
08876,1.0
08901,2.1363636363636362
10003,2.0
10016,1.5
10019,3.0
10021,0.5
10029,2.0
10037,2.6363636363636362
10065,2.0
10305,2.0
10310,2.0
10451,3.0
10456,3.0
10457,3.0
10461,2.0
10467,3.0
10512,1.0
10549,1.0
10567,1.0
10591,2.0
10595,2.0
10601,2.0
10701,1.5
10802,2.0
10901,2.0
10940,2.0
10960,2.0
10990,1.0
11030,2.0
11040,2.0
11201,2.0
11203,1.5
11206,2.8181818181818183
11212,3.0
11219,3.0
11229,2.0
11235,3.0
11237,2.272727272727273
11355,1.9545454545454546
11373,3.0
11418,3.0
11432,1.0
11542,1.0
11554,3.0
11570,1.0
11572,3.0
11576,2.0
11691,2.3636363636363638
11706,3.0
11714,1.0
11743,2.0
11772,2.0
11777,0.0
11787,1.0
11794,2.0
11795,3.0
11803,1.0
11901,1.0
12010,3.0
12043,1.0
12078,1.5454545454545454
12180,2.0
12208,1.5
12308,1.2727272727272727
12401,2.0
12534,2.0
12550,2.0
12572,1.0
12601,2.1818181818181817
12742,2.272727272727273
12771,1.0
12801,1.0
12866,0.0
12901,1.0
12983,2.0
13021,2.0
13045,2.0
13126,1.0
13203,3.0
13210,2.5
13326,2.0
13421,1.0
13440,3.0
13502,2.4545454545454546
13601,1.0
13669,0.09090909090909091
